Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
300,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,-0.000576258,0.000952612,-0.00138832,0.00189704,-0.00247945,0.00311774,-0.00376978,0.00436392,-0.00479672,0.0049364,-0.00463558,0.00375647,-0.00221006,6.81117e-06,0.00269005,-0.00552547,0.00795245,-0.00929771,0.00891219,-0.00640061,0.00188299,0.00380931,-0.00913633,0.0121722,-0.0112759,0.00595728,0.0024311,-0.0106763,0.0147384,-0.0117385,0.0020771,0.0097176,-0.0166476,0.0133487,-0.000528869,-0.0137762,0.018615,-0.00864378,-0.0095579,0.0204992,-0.0127211,-0.00836961,0.022181,-0.012526,-0.0122478,0.0239064,-0.00616238,-0.0208578,0.0209003,0.00904481,-0.0273064,0.00415284,0.0271068,-0.0145194,-0.0242202,0.0211054,0.0220315,-0.0243951,-0.0226573,0.0245506,0.0269767,-0.0203181,-0.034138,0.00891463,0.0398492,0.0117957,-0.0345498,-0.0366981,0.00712089,0.0447573,0.0362469,-0.00805962,-0.047372,-0.0515468,-0.0208973,0.0231058,0.057916,0.0726411,0.0687619,0.0541391,0.0336012,0.0187573,0.00956134,0.00449742,0.00196734,0.000805134,0.000309749,0.000112462,3.86618e-05,1.26196e-05,3.92048e-06,1.16165e-06,3.28893e-07,8.91227e-08,2.31481e-08,5.76989e-09,1.37918e-09,3.03415e-10,0
310,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,-0.000725202,0.00119851,-0.00168809,0.00218986,-0.00268685,0.00314565,-0.00351372,0.00371892,-0.00367273,0.00327933,-0.0024522,0.00113912,0.000645645,-0.00278696,0.00504149,-0.00703178,0.00827831,-0.00828414,0.00667517,-0.00337795,-0.00121332,0.00615817,-0.0100692,0.0114517,-0.00926333,0.00354189,0.00418714,-0.0110664,0.0138409,-0.0104254,0.00146163,0.00914548,-0.0155689,0.0132202,-0.00224491,-0.0111823,0.0177595,-0.0115153,-0.00434852,0.0178042,-0.0166482,6.41298e-05,0.0177707,-0.0188436,-1.02503e-05,0.0201198,-0.0182015,-0.00590378,0.024069,-0.0116194,-0.0175585,0.0233666,0.00526698,-0.027412,0.00673554,0.0263551,-0.015598,-0.0237919,0.0209601,0.0225014,-0.023242,-0.0240938,0.0222489,0.0289674,-0.0164261,-0.0355911,0.00319991,0.0388227,0.0181722,-0.0291127,-0.0401115,-0.0020751,0.0398249,0.0408844,0.00157846,-0.0418828,-0.0556578,-0.0329454,0.00934498,0.048563,0.0603196,0.0544617,0.0407165,0.0265374,0.0154942,0.00824126,0.00403925,0.00183952,0.000783362,0.000313516,0.000118405,4.2342e-05,1.43784e-05,4.64797e-06,1.43336e-06,4.22387e-07,1.18728e-07,3.01691e-08,0
320,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,-0.000680735,0.00112682,-0.00154995,0.00193244,-0.00224673,0.00245391,-0.002504,0.00233877,-0.00189835,0.00113241,-1.64595e-05,-0.00142772,0.0031102,-0.0048552,0.00639571,-0.00739068,0.00747445,-0.00634289,0.0038698,-0.000229872,-0.0040147,0.00792157,-0.0103234,0.0101526,-0.00688693,0.000978264,0.00595763,-0.0114149,0.0128371,-0.00885087,0.000379116,0.00909668,-0.014699,0.0126455,-0.0029683,-0.00938431,0.0165854,-0.0128472,-0.000591249,0.0146056,-0.0178347,0.00612234,0.0118931,-0.0200392,0.00910978,0.0118873,-0.0215298,0.00771275,0.0159764,-0.0216952,0.000264515,0.0227953,-0.0159204,-0.0140693,0.024905,0.00198943,-0.0271877,0.00871627,0.0257092,-0.0162204,-0.0236366,0.0204869,0.0232143,-0.0217836,-0.0256224,0.0195565,0.0306951,-0.0122705,-0.0366384,-0.00305823,0.036032,0.0227718,-0.0244277,-0.043968,-0.0128708,0.0322474,0.0440866,0.013459,-0.0301021,-0.0516558,-0.0326646,8.14907e-05,0.0266944,0.0387426,0.0378965,0.0300403,0.0205687,0.0125559,0.00696319,0.00355244,0.00168226,0.000744456,0.000309504,0.000121403,4.50854e-05,1.58908e-05,5.29664e-06,1.55718e-06,0
330,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,0.000101545,-6.22707e-05,-0.000196721,-0.000242719,-0.000180928,-3.9857e-05,0.000117266,0.00022082,0.00022563,0.000130654,-0.000474755,0.000789218,-0.00105367,0.00124319,-0.00132749,0.0012714,-0.00103715,0.000589089,9.86998e-05,-0.00103178,0.00218239,-0.00347589,0.0047799,-0.00590107,0.00659575,-0.00660044,0.00568594,-0.0037329,0.000817065,0.00271944,-0.00624554,0.00890567,-0.0097982,0.00826173,-0.00420983,-0.00160683,0.00757175,-0.0115465,0.0116116,-0.00702203,-0.00103336,0.00939424,-0.0139788,0.0117807,-0.00296126,-0.0083203,0.0154614,-0.0132255,0.00184153,0.0117297,-0.0175102,0.00990934,0.00642767,-0.0183335,0.014419,0.00343848,-0.0190541,0.0159437,0.00458255,-0.021215,0.0139734,0.0107567,-0.0232731,0.00579033,0.0206195,-0.0191475,-0.0106833,0.0257616,-0.000755706,-0.0268048,0.0101622,0.0252074,-0.0164832,-0.0238009,0.0195628,0.0238226,-0.0205357,-0.0280169,0.015196,0.0303655,-0.00978199,-0.0386862,-0.00996715,0.0333852,0.029962,-0.0138411,-0.0405159,-0.0185909,0.0253049,0.0444504,0.0180852,-0.0169765,-0.0333964,-0.0259737,-0.00582969,0.0133718,0.0240896,0.0257954,0.0217473,0.0156562,0.00999126,0.00577389,0.00306355,0.00150691,0.000692004,0.000297931,0.000119487,4.08254e-05,0
340,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,0.000101545,-6.22707e-05,-0.000196721,-0.000242719,-0.000180928,-3.9857e-05,0.000117266,0.00022082,0.00022563,0.000130654,-2.10369e-05,-0.000161777,-0.000229477,-0.000195004,-7.46979e-05,7.73384e-05,0.000193559,0.00022297,0.000153495,1.68943e-05,-0.000173965,0.000294467,-0.000354257,0.000328007,-0.000189774,-8.52146e-05,0.000517214,-0.00111685,0.00187827,-0.00277106,0.00373207,-0.00465929,0.00541065,-0.00581166,0.0056754,-0.00483765,0.00320619,-0.000818442,-0.00210599,0.00513844,-0.00766496,0.0089828,-0.00847655,0.00585185,-0.00136536,-0.00404724,0.00885651,-0.0113124,0.0100796,-0.00495519,-0.00265456,0.00987167,-0.0133095,0.0106864,-0.00241211,-0.00786214,0.0145294,-0.0130412,0.00321457,0.00949677,-0.0165332,0.0119744,0.00210665,-0.0154715,0.0167102,-0.0033074,-0.0140144,0.0189722,-0.00521786,-0.0148347,0.0199491,-0.00276654,-0.0186754,0.0184733,0.005237,-0.023346,0.0104588,0.0179612,-0.0214774,-0.00761962,0.026053,-0.00317001,-0.0267357,0.0105234,0.0238876,-0.017842,-0.0260043,0.0164239,0.0230977,-0.019169,-0.0285398,0.0144721,0.0351316,-0.0015465,-0.0361462,-0.0156013,0.0282896,0.033049,-0.00664225,-0.0393491,-0.0211441,0.0140013,0.0292599,0.0168066,-0.00625019,-0.0205776,-0.0193449,-0.00764377,0.00563685,0.0144043,0.0171527,0.0154468,0.0117078,0.0078108,0.00469682,0.00257567,0.00127668,0.000511823,0
350,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,0.000101545,-6.22707e-05,-0.000196721,-0.000242719,-0.000180928,-3.9857e-05,0.000117266,0.00022082,0.00022563,0.000130654,-2.10369e-05,-0.000161777,-0.000229477,-0.000195004,-7.46979e-05,7.73384e-05,0.000193559,0.00022297,0.000153495,1.68943e-05,-0.000125735,-0.000211276,-0.00020251,-0.000104298,3.90079e-05,0.000163581,0.000214538,0.000170109,5.09173e-05,-8.95708e-05,0.000139289,-0.000222622,0.000361218,-0.000575005,0.000880677,-0.00128928,0.00180277,-0.0024097,0.00308027,-0.00376171,0.00437519,-0.00481614,0.0049603,-0.00467764,0.00385585,-0.00243299,0.000436001,0.0019826,-0.00452216,0.00674134,-0.00811105,0.00812197,-0.00644013,0.00308109,0.00145352,-0.00615177,0.00964979,-0.0106009,0.00819929,-0.00269376,-0.00436169,0.0103716,-0.0125803,0.00937416,-0.00145405,-0.0078681,0.013804,-0.0125218,0.00378353,0.0079614,-0.0154088,0.0128864,-0.000965182,-0.0125071,0.0170808,-0.00794386,-0.0085971,0.0184989,-0.0117529,-0.00683929,0.0196201,-0.0124714,-0.00876766,0.0212197,-0.00927649,-0.0147591,0.0212019,-0.000181008,-0.0225808,0.0137956,0.0144099,-0.0242004,-0.00648391,0.0241737,-0.00691233,-0.0278217,0.0108329,0.0251735,-0.0144031,-0.0227337,0.018192,0.0255399,-0.0172219,-0.031048,0.00994509,0.0355155,0.00319719,-0.035198,-0.0208768,0.0246836,0.0296576,-0.00090538,-0.0240512,-0.0174358,0.0048786,0.0183767,0.01377,-0.000665411,-0.0119926,-0.0136821,-0.00739041,0.00142352,0.00817083,0.0110711,0.0106475,0.00834455,0.00544404,0.00262438,0
360,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,0.000101545,-6.22707e-05,-0.000196721,-0.000242719,-0.000180928,-3.9857e-05,0.000117266,0.00022082,0.00022563,0.000130654,-2.10369e-05,-0.000161777,-0.000229477,-0.000195004,-7.46979e-05,7.73384e-05,0.000193559,0.00022297,0.000153495,1.68943e-05,-0.000125735,-0.000211276,-0.00020251,-0.000104298,3.90079e-05,0.000163581,0.000214538,0.000170109,5.09173e-05,-8.95708e-05,-0.00018902,-0.000203875,-0.000128425,3.05584e-06,0.000131864,0.000201068,0.000180661,8.05611e-05,-5.41742e-05,-0.000163619,0.000387908,-0.000635246,0.000920086,-0.00125327,0.00164011,-0.00207803,0.00255375,-0.00304044,0.00349527,-0.00385822,0.00405329,-0.00399356,0.00359132,-0.00277415,0.00150686,0.000182874,-0.00217973,0.00426433,-0.00611507,0.0073386,-0.00753648,0.00640737,-0.00387069,0.000180855,0.00401484,-0.00772668,0.00981925,-0.00935042,0.00598201,-0.000317576,-0.00602201,0.0107456,-0.011686,0.00783738,-0.000188289,-0.00820007,0.0132339,-0.0117803,0.00374893,0.00706013,-0.0143897,0.0130849,-0.00294595,-0.0099576,0.0164416,-0.0107623,-0.00389747,0.0162335,-0.015199,0.000299684,0.0157651,-0.0172943,0.00116174,0.016989,-0.0176737,-0.00237859,0.0197251,-0.0153294,-0.011405,0.0207996,-0.00693664,-0.0227595,0.015568,0.0118461,-0.0233174,-0.000842472,0.027784,-0.00547322,-0.0266361,0.0102687,0.023895,-0.0144508,-0.023458,0.0164004,0.0261725,-0.0143911,-0.0308036,0.00716359,0.0347055,0.00591745,-0.0268726,-0.0168077,0.0123848,0.0203519,0.00315857,-0.0140027,-0.0132575,0.000246398,0.0109571,0.0104065,0.00182026,-0.0066072,-0.00948165,-0.0067432,-0.00160524,0.00256821,0.00403297,0.0028028,0
370,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,0.000101545,-6.22707e-05,-0.000196721,-0.000242719,-0.000180928,-3.9857e-05,0.000117266,0.00022082,0.00022563,0.000130654,-2.10369e-05,-0.000161777,-0.000229477,-0.000195004,-7.46979e-05,7.73384e-05,0.000193559,0.00022297,0.000153495,1.68943e-05,-0.000125735,-0.000211276,-0.00020251,-0.000104298,3.90079e-05,0.000163581,0.000214538,0.000170109,5.09173e-05,-8.95708e-05,-0.00018902,-0.000203875,-0.000128425,3.05584e-06,0.000131864,0.000201068,0.000180661,8.05611e-05,-5.41742e-05,-0.000163619,-0.000199622,-0.000146984,-2.98538e-05,9.9338e-05,0.000183337,0.000185431,0.000105488,-2.03441e-05,-0.00013597,-0.000190346,0.000517715,-0.000853626,0.00120301,-0.00156654,0.00193881,-0.0023065,0.00264672,-0.00292577,0.00309912,-0.00311298,0.00290853,-0.00242947,0.00163324,-0.000505861,-0.000921055,0.00255403,-0.00422678,0.00570084,-0.0066845,0.00687545,-0.00602822,0.00403975,-0.00103593,-0.00256932,0.00607745,-0.00860367,0.00928334,-0.0075623,0.00349701,0.00205545,-0.00749263,0.0108578,-0.0105388,0.00607383,0.00129618,-0.0087261,0.0127362,-0.0108579,0.00325453,0.00668796,-0.013571,0.0128613,-0.00405966,-0.00801075,0.0154058,-0.0122517,-0.000286166,0.0133795,-0.0164231,0.00561923,0.0106138,-0.0184068,0.00834031,0.00934423,-0.0204128,0.00711792,0.0104868,-0.0223169,0.00232194,0.0163413,-0.0184114,-0.00426848,0.0244713,-0.00746708,-0.0183688,0.0181585,0.00819662,-0.0252544,0.000442392,0.0275735,-0.00650377,-0.0267361,0.0104902,0.0253278,-0.0126117,-0.0252257,0.0124327,0.0270577,-0.00895205,-0.0300532,0.0018895,0.0237044,0.0070518,-0.0155596,-0.0128827,0.00544487,0.0134288,0.004355,-0.00776288,-0.00971472,-0.00219973,0.00533695,0.00601909,0.000395748,-0.00653848,-0.0103904,-0.00978433,-0.00572987,0
380,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,0.000101545,-6.22707e-05,-0.000196721,-0.000242719,-0.000180928,-3.9857e-05,0.000117266,0.00022082,0.00022563,0.000130654,-2.10369e-05,-0.000161777,-0.000229477,-0.000195004,-7.46979e-05,7.73384e-05,0.000193559,0.00022297,0.000153495,1.68943e-05,-0.000125735,-0.000211276,-0.00020251,-0.000104298,3.90079e-05,0.000163581,0.000214538,0.000170109,5.09173e-05,-8.95708e-05,-0.00018902,-0.000203875,-0.000128425,3.05584e-06,0.000131864,0.000201068,0.000180661,8.05611e-05,-5.41742e-05,-0.000163619,-0.000199622,-0.000146984,-2.98538e-05,9.9338e-05,0.000183337,0.000185431,0.000105488,-2.03441e-05,-0.00013597,-0.000190346,-0.000160006,-5.91782e-05,6.68715e-05,0.000162149,0.000184801,0.00012549,1.1221e-05,-0.000106946,-0.000176702,-0.00016764,0.000508142,-0.000842757,0.00116712,-0.0014731,0.00174745,-0.00197079,0.00211717,-0.00215439,0.0020457,-0.00175329,0.00124381,-0.000496333,-0.000487624,0.00167296,-0.00298058,0.00428073,-0.00539386,0.00610356,-0.00618496,0.00544993,-0.00380583,0.00131802,0.00174087,-0.00487786,0.00742645,-0.00866898,0.00803038,-0.00530836,0.000870615,0.00427515,-0.00862758,0.0105929,-0.00907992,0.00410042,0.00290826,-0.00931859,0.012216,-0.00975631,0.00240144,0.00673176,-0.0129571,0.0123848,-0.00451235,-0.00668682,0.0143196,-0.012889,0.00219453,0.0105321,-0.0164965,0.0087825,0.00510747,-0.0179093,0.011698,0.000802057,-0.0191652,0.0131379,0.00174036,-0.0183288,0.0156321,0.00834695,-0.0195044,0.00970932,0.012673,-0.0221256,-0.000972494,0.02328,-0.0108056,-0.016214,0.019568,0.00635089,-0.024382,0.00253358,0.0260983,-0.00890826,-0.0263488,0.0125785,0.0266763,-0.0136848,-0.0280671,0.0120623,0.0235744,-0.00515388,-0.0192392,-0.0012804,0.0145031,0.00640384,-0.00882133,-0.0097288,0.00109704,0.00743717,0.00251122,-0.0063153,-0.0095676,-0.00558437,0.000673768,0.00431147,0.00430876,0.00235213,0
390,0.000142272,0.000273503,0.000282275,0.000166271,-2.1702e-05,-0.000197726,-0.000284213,-0.000244088,-9.66474e-05,9.16593e-05,0.000237158,0.000276111,0.000192617,2.50494e-05,-0.000151553,-0.00025907,-0.000250841,-0.000131889,4.39139e-05,0.000198226,0.000263129,0.000211006,6.62627e-05,-0.000106067,-0.000229521,-0.000250121,-0.000159958,-1.47107e-07,0.000157895,0.000244354,0.000221842,0.000101545,-6.22707e-05,-0.000196721,-0.000242719,-0.000180928,-3.9857e-05,0.000117266,0.00022082,0.00022563,0.000130654,-2.10369e-05,-0.000161777,-0.000229477,-0.000195004,-7.46979e-05,7.73384e-05,0.000193559,0.00022297,0.000153495,1.68943e-05,-0.000125735,-0.000211276,-0.00020251,-0.000104298,3.90079e-05,0.000163581,0.000214538,0.000170109,5.09173e-05,-8.95708e-05,-0.00018902,-0.000203875,-0.000128425,3.05584e-06,0.000131864,0.000201068,0.000180661,8.05611e-05,-5.41742e-05,-0.000163619,-0.000199622,-0.000146984,-2.98538e-05,9.9338e-05,0.000183337,0.000185431,0.000105488,-2.03441e-05,-0.00013597,-0.000190346,-0.000160006,-5.91782e-05,6.68715e-05,0.000162149,0.000184801,0.00012549,1.1221e-05,-0.000106946,-0.000176702,-0.00016764,-8.44973e-05,3.52608e-05,0.000138319,0.000179238,0.000140484,3.9929e-05,-7.73796e-05,-0.00015939,-0.000170139,-0.000105513,0.000374064,-0.000625786,0.000849386,-0.00103107,0.00115389,-0.00119766,0.00113941,-0.00095498,0.000621655,-0.000122301,-0.000549128,0.0013809,-0.00233633,0.00334744,-0.0043113,0.00509158,-0.00552806,0.00545636,-0.00473892,0.00330534,-0.0011965,-0.00139803,0.00412393,-0.00648374,0.00790947,-0.00788896,0.00613112,-0.00273133,-0.00172249,0.00617205,-0.00929072,0.00986675,-0.00728822,0.00196279,0.00454638,-0.00985314,0.0115785,-0.00846175,0.0012641,0.00707844,-0.0125102,0.0117224,-0.00449636,-0.00599354,0.0132317,-0.0132355,0.00335547,0.00752989,-0.0166855,0.00962618,-0.000222332,-0.0163292,0.0137701,-0.00386399,-0.0121687,0.0188696,-0.00368953,-0.0118116,0.0178887,-0.00596682,-0.0165706,0.018237,0.00200696,-0.0181808,0.0141149,0.00850641,-0.0228123,0.00428936,0.0222926,-0.0149468,-0.0155918,0.0213318,0.0067717,-0.0238631,0.00126329,0.0241293,-0.00713493,-0.0238055,0.0104297,0.0241104,-0.0100482,-0.0187639,0.00570828,0.0150124,-0.00183043,-0.0126731,-0.00324418,0.00738994,0.0035378,-0.00662576,-0.00857588,-0.00140658,0.0051853,0.00507665,0.000874765,-0.0020846,-0.00207451,-0.000868167,0
